,mp,mp.1,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max.1,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,gmsc_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp.1,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp.1,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,gmsc_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
20,240.0,240.0,39.0,82.0,0.476,12.0,36.0,0.333,20.0,24.0,0.833,9.0,32.0,41.0,21.0,10.0,5.0,14.0,20.0,110.0,,,0.594,0.549,0.439,0.293,23.1,71.1,48.8,53.8,10.4,8.1,13.1,100.0,114.2,107.9,,,12.0,19.0,0.714,5.0,8.0,1.0,5.0,7.0,1.0,5.0,10.0,15.0,5.0,2.0,3.0,4.0,4.0,34.0,28.1,19.0,0.802,0.763,1.0,1.0,19.6,34.0,27.3,27.8,14.9,6.5,25.8,40.4,141.0,116.0,CLE,110,0,1,240.0,240.0,40.0,90.0,0.444,9.0,28.0,0.321,15.0,18.0,0.833,13.0,30.0,43.0,22.0,8.0,3.0,16.0,21.0,104.0,,,0.531,0.494,0.311,0.2,28.9,76.9,51.2,55.0,8.3,6.5,14.0,100.0,107.9,114.2,,,9.0,24.0,0.6,2.0,6.0,0.667,6.0,7.0,1.0,4.0,9.0,13.0,7.0,3.0,1.0,5.0,6.0,21.0,16.7,3.0,0.666,0.633,0.5,0.6,28.1,34.3,19.6,30.0,3.9,8.8,50.0,32.4,221.0,123.0,NYK,104,1,2025,2024-10-28,True
21,240.0,240.0,40.0,90.0,0.444,9.0,28.0,0.321,15.0,18.0,0.833,13.0,30.0,43.0,22.0,8.0,3.0,16.0,21.0,104.0,,,0.531,0.494,0.311,0.2,28.9,76.9,51.2,55.0,8.3,6.5,14.0,100.0,107.9,114.2,,,9.0,24.0,0.6,2.0,6.0,0.667,6.0,7.0,1.0,4.0,9.0,13.0,7.0,3.0,1.0,5.0,6.0,21.0,16.7,3.0,0.666,0.633,0.5,0.6,28.1,34.3,19.6,30.0,3.9,8.8,50.0,32.4,221.0,123.0,NYK,104,1,0,240.0,240.0,39.0,82.0,0.476,12.0,36.0,0.333,20.0,24.0,0.833,9.0,32.0,41.0,21.0,10.0,5.0,14.0,20.0,110.0,,,0.594,0.549,0.439,0.293,23.1,71.1,48.8,53.8,10.4,8.1,13.1,100.0,114.2,107.9,,,12.0,19.0,0.714,5.0,8.0,1.0,5.0,7.0,1.0,5.0,10.0,15.0,5.0,2.0,3.0,4.0,4.0,34.0,28.1,19.0,0.802,0.763,1.0,1.0,19.6,34.0,27.3,27.8,14.9,6.5,25.8,40.4,141.0,116.0,CLE,110,0,2025,2024-10-28,False
22,240.0,240.0,41.0,88.0,0.466,13.0,29.0,0.448,20.0,30.0,0.667,15.0,29.0,44.0,25.0,7.0,4.0,13.0,28.0,115.0,,,0.568,0.54,0.33,0.341,30.0,72.5,48.9,61.0,7.1,9.5,11.4,100.0,116.1,120.1,,,10.0,18.0,1.0,4.0,9.0,1.0,4.0,6.0,1.0,7.0,7.0,9.0,10.0,2.0,4.0,2.0,6.0,26.0,21.3,6.0,1.33,1.5,1.0,2.0,30.3,24.8,21.7,41.7,20.6,20.6,100.0,37.5,151.0,128.0,IND,115,0,1,240.0,240.0,39.0,83.0,0.47,13.0,41.0,0.317,28.0,38.0,0.737,11.0,35.0,46.0,26.0,7.0,6.0,15.0,25.0,119.0,,,0.597,0.548,0.494,0.458,27.5,70.0,51.1,66.7,7.1,10.2,13.1,100.0,120.1,116.1,,,16.0,26.0,0.615,6.0,13.0,0.667,15.0,22.0,1.0,4.0,9.0,13.0,9.0,2.0,2.0,4.0,4.0,50.0,44.0,11.0,0.72,0.7,1.0,1.2,21.4,27.0,23.8,55.6,4.5,7.3,50.0,41.9,161.0,122.0,ORL,119,1,2025,2024-10-28,False
23,240.0,240.0,39.0,83.0,0.47,13.0,41.0,0.317,28.0,38.0,0.737,11.0,35.0,46.0,26.0,7.0,6.0,15.0,25.0,119.0,,,0.597,0.548,0.494,0.458,27.5,70.0,51.1,66.7,7.1,10.2,13.1,100.0,120.1,116.1,,,16.0,26.0,0.615,6.0,13.0,0.667,15.0,22.0,1.0,4.0,9.0,13.0,9.0,2.0,2.0,4.0,4.0,50.0,44.0,11.0,0.72,0.7,1.0,1.2,21.4,27.0,23.8,55.6,4.5,7.3,50.0,41.9,161.0,122.0,ORL,119,1,0,240.0,240.0,41.0,88.0,0.466,13.0,29.0,0.448,20.0,30.0,0.667,15.0,29.0,44.0,25.0,7.0,4.0,13.0,28.0,115.0,,,0.568,0.54,0.33,0.341,30.0,72.5,48.9,61.0,7.1,9.5,11.4,100.0,116.1,120.1,,,10.0,18.0,1.0,4.0,9.0,1.0,4.0,6.0,1.0,7.0,7.0,9.0,10.0,2.0,4.0,2.0,6.0,26.0,21.3,6.0,1.33,1.5,1.0,2.0,30.3,24.8,21.7,41.7,20.6,20.6,100.0,37.5,151.0,128.0,IND,115,0,2025,2024-10-28,True
24,240.0,240.0,39.0,94.0,0.415,14.0,32.0,0.438,13.0,18.0,0.722,11.0,35.0,46.0,25.0,5.0,6.0,12.0,19.0,105.0,,,0.515,0.489,0.34,0.191,22.9,79.5,50.0,64.1,5.1,11.8,10.5,100.0,107.5,111.6,,,12.0,24.0,0.533,5.0,9.0,1.0,5.0,6.0,1.0,5.0,10.0,15.0,9.0,2.0,3.0,3.0,5.0,29.0,24.9,20.0,0.705,0.7,0.692,0.429,15.9,34.9,22.0,40.8,2.6,8.1,100.0,35.2,139.0,120.0,LAL,105,0,1,240.0,240.0,40.0,87.0,0.46,11.0,36.0,0.306,18.0,20.0,0.9,9.0,37.0,46.0,21.0,7.0,11.0,11.0,22.0,109.0,,,0.569,0.523,0.414,0.23,20.5,77.1,50.0,52.5,7.2,17.7,10.3,100.0,111.6,107.5,,,11.0,23.0,0.6,3.0,8.0,0.5,8.0,8.0,1.0,2.0,8.0,10.0,5.0,3.0,4.0,3.0,4.0,33.0,25.2,25.0,0.75,0.75,1.0,0.35,8.9,30.5,19.9,24.1,4.8,10.2,31.8,32.5,227.0,118.0,PHO,109,1,2025,2024-10-28,False
25,240.0,240.0,40.0,87.0,0.46,11.0,36.0,0.306,18.0,20.0,0.9,9.0,37.0,46.0,21.0,7.0,11.0,11.0,22.0,109.0,,,0.569,0.523,0.414,0.23,20.5,77.1,50.0,52.5,7.2,17.7,10.3,100.0,111.6,107.5,,,11.0,23.0,0.6,3.0,8.0,0.5,8.0,8.0,1.0,2.0,8.0,10.0,5.0,3.0,4.0,3.0,4.0,33.0,25.2,25.0,0.75,0.75,1.0,0.35,8.9,30.5,19.9,24.1,4.8,10.2,31.8,32.5,227.0,118.0,PHO,109,1,0,240.0,240.0,39.0,94.0,0.415,14.0,32.0,0.438,13.0,18.0,0.722,11.0,35.0,46.0,25.0,5.0,6.0,12.0,19.0,105.0,,,0.515,0.489,0.34,0.191,22.9,79.5,50.0,64.1,5.1,11.8,10.5,100.0,107.5,111.6,,,12.0,24.0,0.533,5.0,9.0,1.0,5.0,6.0,1.0,5.0,10.0,15.0,9.0,2.0,3.0,3.0,5.0,29.0,24.9,20.0,0.705,0.7,0.692,0.429,15.9,34.9,22.0,40.8,2.6,8.1,100.0,35.2,139.0,120.0,LAL,105,0,2025,2024-10-28,True
26,240.0,240.0,35.0,83.0,0.422,4.0,22.0,0.182,24.0,30.0,0.8,12.0,34.0,46.0,17.0,5.0,4.0,18.0,22.0,98.0,,,0.509,0.446,0.265,0.361,27.9,79.1,53.5,48.6,5.1,8.7,15.8,100.0,100.1,113.4,,,10.0,17.0,1.0,1.0,7.0,0.5,7.0,8.0,1.0,3.0,8.0,11.0,5.0,2.0,1.0,4.0,5.0,20.0,15.5,6.0,0.694,1.0,0.583,3.0,17.2,57.7,28.9,70.9,4.4,54.0,30.1,86.3,211.0,121.0,POR,98,0,1,240.0,240.0,37.0,81.0,0.457,14.0,35.0,0.4,23.0,25.0,0.92,9.0,31.0,40.0,25.0,8.0,6.0,16.0,27.0,111.0,,,0.603,0.543,0.432,0.309,20.9,72.1,46.5,67.6,8.2,9.8,14.8,100.0,113.4,100.1,,,9.0,20.0,0.667,4.0,9.0,1.0,9.0,10.0,1.0,4.0,11.0,13.0,7.0,3.0,3.0,3.0,5.0,24.0,20.9,18.0,1.0,1.0,0.833,0.75,13.4,34.2,20.2,73.1,6.9,7.2,66.7,47.3,165.0,110.0,SAC,111,1,2025,2024-10-28,False
27,240.0,240.0,37.0,81.0,0.457,14.0,35.0,0.4,23.0,25.0,0.92,9.0,31.0,40.0,25.0,8.0,6.0,16.0,27.0,111.0,,,0.603,0.543,0.432,0.309,20.9,72.1,46.5,67.6,8.2,9.8,14.8,100.0,113.4,100.1,,,9.0,20.0,0.667,4.0,9.0,1.0,9.0,10.0,1.0,4.0,11.0,13.0,7.0,3.0,3.0,3.0,5.0,24.0,20.9,18.0,1.0,1.0,0.833,0.75,13.4,34.2,20.2,73.1,6.9,7.2,66.7,47.3,165.0,110.0,SAC,111,1,0,240.0,240.0,35.0,83.0,0.422,4.0,22.0,0.182,24.0,30.0,0.8,12.0,34.0,46.0,17.0,5.0,4.0,18.0,22.0,98.0,,,0.509,0.446,0.265,0.361,27.9,79.1,53.5,48.6,5.1,8.7,15.8,100.0,100.1,113.4,,,10.0,17.0,1.0,1.0,7.0,0.5,7.0,8.0,1.0,3.0,8.0,11.0,5.0,2.0,1.0,4.0,5.0,20.0,15.5,6.0,0.694,1.0,0.583,3.0,17.2,57.7,28.9,70.9,4.4,54.0,30.1,86.3,211.0,121.0,POR,98,0,2025,2024-10-28,True
28,240.0,240.0,35.0,85.0,0.412,15.0,37.0,0.405,21.0,24.0,0.875,13.0,30.0,43.0,20.0,6.0,2.0,12.0,23.0,106.0,,,0.555,0.5,0.435,0.282,28.9,63.8,46.7,57.1,6.5,3.7,11.2,100.0,115.1,109.7,,,11.0,22.0,1.0,7.0,13.0,1.0,7.0,7.0,1.0,5.0,7.0,12.0,9.0,2.0,1.0,4.0,5.0,36.0,22.7,11.0,0.872,1.0,0.8,0.75,20.4,27.4,24.0,42.2,4.8,4.7,33.8,34.6,243.0,119.0,HOU,106,0,1,240.0,240.0,37.0,87.0,0.425,10.0,33.0,0.303,17.0,21.0,0.81,17.0,32.0,49.0,22.0,6.0,6.0,17.0,21.0,101.0,,,0.525,0.483,0.379,0.241,36.2,71.1,53.3,59.5,6.5,12.5,15.0,100.0,109.7,115.1,,,9.0,19.0,0.75,3.0,6.0,0.75,4.0,5.0,1.0,5.0,15.0,20.0,5.0,2.0,4.0,4.0,4.0,22.0,16.9,8.0,0.955,0.875,0.857,1.0,16.7,45.4,29.6,42.5,8.2,11.4,37.5,30.1,206.0,127.0,SAS,101,1,2025,2024-10-28,True
29,240.0,240.0,37.0,87.0,0.425,10.0,33.0,0.303,17.0,21.0,0.81,17.0,32.0,49.0,22.0,6.0,6.0,17.0,21.0,101.0,,,0.525,0.483,0.379,0.241,36.2,71.1,53.3,59.5,6.5,12.5,15.0,100.0,109.7,115.1,,,9.0,19.0,0.75,3.0,6.0,0.75,4.0,5.0,1.0,5.0,15.0,20.0,5.0,2.0,4.0,4.0,4.0,22.0,16.9,8.0,0.955,0.875,0.857,1.0,16.7,45.4,29.6,42.5,8.2,11.4,37.5,30.1,206.0,127.0,SAS,101,1,0,240.0,240.0,35.0,85.0,0.412,15.0,37.0,0.405,21.0,24.0,0.875,13.0,30.0,43.0,20.0,6.0,2.0,12.0,23.0,106.0,,,0.555,0.5,0.435,0.282,28.9,63.8,46.7,57.1,6.5,3.7,11.2,100.0,115.1,109.7,,,11.0,22.0,1.0,7.0,13.0,1.0,7.0,7.0,1.0,5.0,7.0,12.0,9.0,2.0,1.0,4.0,5.0,36.0,22.7,11.0,0.872,1.0,0.8,0.75,20.4,27.4,24.0,42.2,4.8,4.7,33.8,34.6,243.0,119.0,HOU,106,0,2025,2024-10-28,False
30,265.0,265.0,47.0,96.0,0.49,9.0,20.0,0.45,24.0,30.0,0.8,15.0,37.0,52.0,29.0,6.0,6.0,16.0,20.0,127.0,,,0.582,0.536,0.208,0.313,29.4,67.3,49.1,61.7,5.5,8.1,12.8,100.0,115.5,113.7,,,18.0,27.0,1.0,3.0,5.0,1.0,6.0,8.0,1.0,5.0,8.0,11.0,8.0,2.0,2.0,5.0,4.0,40.0,33.5,11.0,1.16,1.333,0.667,1.0,12.3,21.1,13.1,24.7,2.7,4.6,40.0,46.3,149.0,119.0,DEN,127,0,1,265.0,265.0,49.0,109.0,0.45,10.0,35.0,0.286,17.0,21.0,0.81,18.0,36.0,54.0,30.0,7.0,7.0,15.0,27.0,125.0,,,0.529,0.495,0.321,0.193,32.7,70.6,50.9,61.2,6.4,9.2,11.3,100.0,113.7,115.5,,,9.0,21.0,0.538,3.0,7.0,0.5,4.0,4.0,1.0,8.0,11.0,19.0,9.0,5.0,1.0,4.0,5.0,21.0,22.5,3.0,0.798,0.65,0.667,2.0,19.2,29.4,23.6,39.3,6.8,5.7,25.4,31.9,139.0,124.0,TOR,125,1,2025,2024-10-28,True
31,265.0,265.0,49.0,109.0,0.45,10.0,35.0,0.286,17.0,21.0,0.81,18.0,36.0,54.0,30.0,7.0,7.0,15.0,27.0,125.0,,,0.529,0.495,0.321,0.193,32.7,70.6,50.9,61.2,6.4,9.2,11.3,100.0,113.7,115.5,,,9.0,21.0,0.538,3.0,7.0,0.5,4.0,4.0,1.0,8.0,11.0,19.0,9.0,5.0,1.0,4.0,5.0,21.0,22.5,3.0,0.798,0.65,0.667,2.0,19.2,29.4,23.6,39.3,6.8,5.7,25.4,31.9,139.0,124.0,TOR,125,1,0,265.0,265.0,47.0,96.0,0.49,9.0,20.0,0.45,24.0,30.0,0.8,15.0,37.0,52.0,29.0,6.0,6.0,16.0,20.0,127.0,,,0.582,0.536,0.208,0.313,29.4,67.3,49.1,61.7,5.5,8.1,12.8,100.0,115.5,113.7,,,18.0,27.0,1.0,3.0,5.0,1.0,6.0,8.0,1.0,5.0,8.0,11.0,8.0,2.0,2.0,5.0,4.0,40.0,33.5,11.0,1.16,1.333,0.667,1.0,12.3,21.1,13.1,24.7,2.7,4.6,40.0,46.3,149.0,119.0,DEN,127,0,2025,2024-10-28,False
32,265.0,265.0,46.0,89.0,0.517,13.0,27.0,0.481,39.0,47.0,0.83,9.0,34.0,43.0,31.0,3.0,4.0,5.0,22.0,144.0,,,0.656,0.59,0.303,0.528,20.9,82.9,51.2,67.4,2.9,9.1,4.4,100.0,136.9,132.1,,,9.0,19.0,0.727,4.0,7.0,1.0,11.0,13.0,1.0,6.0,12.0,18.0,16.0,1.0,2.0,1.0,5.0,29.0,38.1,9.0,0.852,0.773,0.636,1.0,18.3,38.3,28.0,61.1,2.4,6.2,14.3,39.1,164.0,136.0,DEN,144,0,1,265.0,265.0,49.0,96.0,0.51,20.0,52.0,0.385,21.0,27.0,0.778,7.0,34.0,41.0,37.0,4.0,6.0,9.0,32.0,139.0,,,0.644,0.615,0.542,0.281,17.1,79.1,48.8,75.5,3.8,9.7,7.7,100.0,132.1,136.9,,,10.0,22.0,0.889,6.0,11.0,0.8,9.0,11.0,1.0,2.0,10.0,12.0,14.0,1.0,3.0,3.0,6.0,28.0,23.8,8.0,1.125,1.125,1.0,1.0,12.3,47.2,29.0,49.1,3.0,9.8,20.0,32.9,184.0,144.0,BRK,139,1,2025,2024-10-29,True
33,265.0,265.0,49.0,96.0,0.51,20.0,52.0,0.385,21.0,27.0,0.778,7.0,34.0,41.0,37.0,4.0,6.0,9.0,32.0,139.0,,,0.644,0.615,0.542,0.281,17.1,79.1,48.8,75.5,3.8,9.7,7.7,100.0,132.1,136.9,,,10.0,22.0,0.889,6.0,11.0,0.8,9.0,11.0,1.0,2.0,10.0,12.0,14.0,1.0,3.0,3.0,6.0,28.0,23.8,8.0,1.125,1.125,1.0,1.0,12.3,47.2,29.0,49.1,3.0,9.8,20.0,32.9,184.0,144.0,BRK,139,1,0,265.0,265.0,46.0,89.0,0.517,13.0,27.0,0.481,39.0,47.0,0.83,9.0,34.0,43.0,31.0,3.0,4.0,5.0,22.0,144.0,,,0.656,0.59,0.303,0.528,20.9,82.9,51.2,67.4,2.9,9.1,4.4,100.0,136.9,132.1,,,9.0,19.0,0.727,4.0,7.0,1.0,11.0,13.0,1.0,6.0,12.0,18.0,16.0,1.0,2.0,1.0,5.0,29.0,38.1,9.0,0.852,0.773,0.636,1.0,18.3,38.3,28.0,61.1,2.4,6.2,14.3,39.1,164.0,136.0,DEN,144,0,2025,2024-10-29,False
34,240.0,240.0,40.0,74.0,0.541,9.0,22.0,0.409,17.0,24.0,0.708,9.0,35.0,44.0,23.0,4.0,6.0,24.0,13.0,106.0,,,0.627,0.601,0.297,0.324,28.1,76.1,56.4,57.5,4.1,11.8,22.1,100.0,109.0,127.5,,,12.0,19.0,1.0,3.0,6.0,1.0,6.0,8.0,1.0,2.0,6.0,8.0,5.0,1.0,2.0,7.0,3.0,31.0,22.1,7.0,1.5,1.5,1.0,0.833,15.5,29.4,20.2,44.2,2.5,8.6,33.3,42.9,300.0,136.0,NOP,106,0,1,240.0,240.0,46.0,97.0,0.474,21.0,46.0,0.457,11.0,13.0,0.846,11.0,23.0,34.0,34.0,15.0,9.0,8.0,20.0,124.0,,,0.604,0.582,0.474,0.134,23.9,71.9,43.6,73.9,15.4,17.3,7.2,100.0,127.5,109.0,,,9.0,18.0,1.0,7.0,11.0,0.833,4.0,4.0,1.0,5.0,5.0,9.0,7.0,5.0,2.0,2.0,4.0,28.0,21.3,26.0,1.063,1.063,0.75,2.0,26.2,30.1,27.8,38.4,18.2,11.5,100.0,47.9,246.0,121.0,GSW,124,1,2025,2024-10-29,False
35,240.0,240.0,46.0,97.0,0.474,21.0,46.0,0.457,11.0,13.0,0.846,11.0,23.0,34.0,34.0,15.0,9.0,8.0,20.0,124.0,,,0.604,0.582,0.474,0.134,23.9,71.9,43.6,73.9,15.4,17.3,7.2,100.0,127.5,109.0,,,9.0,18.0,1.0,7.0,11.0,0.833,4.0,4.0,1.0,5.0,5.0,9.0,7.0,5.0,2.0,2.0,4.0,28.0,21.3,26.0,1.063,1.063,0.75,2.0,26.2,30.1,27.8,38.4,18.2,11.5,100.0,47.9,246.0,121.0,GSW,124,1,0,240.0,240.0,40.0,74.0,0.541,9.0,22.0,0.409,17.0,24.0,0.708,9.0,35.0,44.0,23.0,4.0,6.0,24.0,13.0,106.0,,,0.627,0.601,0.297,0.324,28.1,76.1,56.4,57.5,4.1,11.8,22.1,100.0,109.0,127.5,,,12.0,19.0,1.0,3.0,6.0,1.0,6.0,8.0,1.0,2.0,6.0,8.0,5.0,1.0,2.0,7.0,3.0,31.0,22.1,7.0,1.5,1.5,1.0,0.833,15.5,29.4,20.2,44.2,2.5,8.6,33.3,42.9,300.0,136.0,NOP,106,0,2025,2024-10-29,True
36,240.0,240.0,45.0,93.0,0.484,16.0,39.0,0.41,14.0,18.0,0.778,12.0,28.0,40.0,25.0,12.0,2.0,10.0,21.0,120.0,,,0.595,0.57,0.419,0.194,27.9,71.8,48.8,55.6,12.5,5.3,9.0,100.0,125.1,118.9,,,13.0,27.0,1.0,6.0,8.0,0.75,4.0,5.0,1.0,4.0,7.0,9.0,8.0,3.0,1.0,3.0,5.0,35.0,27.6,8.0,1.017,1.0,1.0,1.333,16.6,27.9,19.5,31.8,6.2,6.1,50.0,34.2,212.0,125.0,DAL,120,0,1,240.0,240.0,39.0,77.0,0.506,19.0,39.0,0.487,17.0,26.0,0.654,11.0,31.0,42.0,33.0,5.0,2.0,20.0,20.0,114.0,,,0.645,0.63,0.506,0.338,28.2,72.1,51.2,84.6,5.2,3.7,18.4,100.0,118.9,125.1,,,12.0,20.0,0.625,7.0,13.0,1.0,6.0,12.0,1.0,4.0,9.0,9.0,7.0,2.0,1.0,5.0,4.0,37.0,24.6,5.0,0.788,0.786,1.0,1.0,15.8,39.1,20.5,38.6,3.8,3.5,36.0,35.9,143.0,133.0,MIN,114,1,2025,2024-10-29,True
37,240.0,240.0,39.0,77.0,0.506,19.0,39.0,0.487,17.0,26.0,0.654,11.0,31.0,42.0,33.0,5.0,2.0,20.0,20.0,114.0,,,0.645,0.63,0.506,0.338,28.2,72.1,51.2,84.6,5.2,3.7,18.4,100.0,118.9,125.1,,,12.0,20.0,0.625,7.0,13.0,1.0,6.0,12.0,1.0,4.0,9.0,9.0,7.0,2.0,1.0,5.0,4.0,37.0,24.6,5.0,0.788,0.786,1.0,1.0,15.8,39.1,20.5,38.6,3.8,3.5,36.0,35.9,143.0,133.0,MIN,114,1,0,240.0,240.0,45.0,93.0,0.484,16.0,39.0,0.41,14.0,18.0,0.778,12.0,28.0,40.0,25.0,12.0,2.0,10.0,21.0,120.0,,,0.595,0.57,0.419,0.194,27.9,71.8,48.8,55.6,12.5,5.3,9.0,100.0,125.1,118.9,,,13.0,27.0,1.0,6.0,8.0,0.75,4.0,5.0,1.0,4.0,7.0,9.0,8.0,3.0,1.0,3.0,5.0,35.0,27.6,8.0,1.017,1.0,1.0,1.333,16.6,27.9,19.5,31.8,6.2,6.1,50.0,34.2,212.0,125.0,DAL,120,0,2025,2024-10-29,False
38,240.0,240.0,48.0,92.0,0.522,8.0,31.0,0.258,9.0,14.0,0.643,9.0,40.0,49.0,26.0,9.0,9.0,12.0,19.0,113.0,,,0.576,0.565,0.337,0.152,23.1,76.9,53.8,54.2,9.1,22.0,10.9,100.0,114.7,97.5,,,13.0,18.0,1.0,2.0,8.0,0.5,2.0,3.0,1.0,3.0,8.0,11.0,8.0,2.0,3.0,3.0,4.0,28.0,23.3,23.0,1.0,1.0,1.0,1.0,10.9,70.1,40.1,31.9,5.6,32.5,100.0,52.3,217.0,110.0,SAC,113,0,1,240.0,240.0,35.0,89.0,0.393,14.0,48.0,0.292,12.0,14.0,0.857,12.0,30.0,42.0,24.0,7.0,4.0,17.0,16.0,96.0,,,0.504,0.472,0.539,0.157,23.1,76.9,46.2,68.6,7.1,6.6,15.2,100.0,97.5,114.7,,,8.0,16.0,0.667,3.0,10.0,0.6,4.0,4.0,1.0,4.0,6.0,8.0,11.0,2.0,2.0,4.0,4.0,21.0,14.8,13.0,0.7,0.7,1.0,0.571,16.1,29.6,16.9,57.3,6.7,6.1,28.6,35.9,123.0,120.0,UTA,96,1,2025,2024-10-29,True
39,240.0,240.0,35.0,89.0,0.393,14.0,48.0,0.292,12.0,14.0,0.857,12.0,30.0,42.0,24.0,7.0,4.0,17.0,16.0,96.0,,,0.504,0.472,0.539,0.157,23.1,76.9,46.2,68.6,7.1,6.6,15.2,100.0,97.5,114.7,,,8.0,16.0,0.667,3.0,10.0,0.6,4.0,4.0,1.0,4.0,6.0,8.0,11.0,2.0,2.0,4.0,4.0,21.0,14.8,13.0,0.7,0.7,1.0,0.571,16.1,29.6,16.9,57.3,6.7,6.1,28.6,35.9,123.0,120.0,UTA,96,1,0,240.0,240.0,48.0,92.0,0.522,8.0,31.0,0.258,9.0,14.0,0.643,9.0,40.0,49.0,26.0,9.0,9.0,12.0,19.0,113.0,,,0.576,0.565,0.337,0.152,23.1,76.9,53.8,54.2,9.1,22.0,10.9,100.0,114.7,97.5,,,13.0,18.0,1.0,2.0,8.0,0.5,2.0,3.0,1.0,3.0,8.0,11.0,8.0,2.0,3.0,3.0,4.0,28.0,23.3,23.0,1.0,1.0,1.0,1.0,10.9,70.1,40.1,31.9,5.6,32.5,100.0,52.3,217.0,110.0,SAC,113,0,2025,2024-10-29,False
40,240.0,240.0,35.0,86.0,0.407,11.0,46.0,0.239,18.0,20.0,0.9,6.0,36.0,42.0,25.0,9.0,8.0,12.0,19.0,99.0,,,0.522,0.471,0.535,0.233,11.8,80.0,43.8,71.4,9.1,16.0,11.2,100.0,99.8,102.9,,,12.0,22.0,0.545,3.0,9.0,0.5,5.0,7.0,1.0,2.0,7.0,7.0,6.0,4.0,3.0,4.0,4.0,31.0,19.7,6.0,0.68,0.6,1.0,1.0,13.5,39.7,18.6,37.7,5.5,12.4,25.8,35.1,124.0,113.0,ORL,99,0,1,240.0,240.0,36.0,84.0,0.429,13.0,34.0,0.382,17.0,25.0,0.68,9.0,45.0,54.0,23.0,6.0,2.0,15.0,16.0,102.0,,,0.537,0.506,0.405,0.298,20.0,88.2,56.3,63.9,6.1,5.0,13.6,100.0,102.9,99.8,,,8.0,16.0,0.75,4.0,10.0,1.0,6.0,8.0,1.0,6.0,10.0,14.0,5.0,1.0,1.0,4.0,4.0,21.0,20.3,15.0,0.733,0.75,1.0,0.889,18.0,54.8,29.1,28.8,3.4,4.1,29.1,26.7,151.0,107.0,CHI,102,1,2025,2024-10-30,False
41,240.0,240.0,36.0,84.0,0.429,13.0,34.0,0.382,17.0,25.0,0.68,9.0,45.0,54.0,23.0,6.0,2.0,15.0,16.0,102.0,,,0.537,0.506,0.405,0.298,20.0,88.2,56.3,63.9,6.1,5.0,13.6,100.0,102.9,99.8,,,8.0,16.0,0.75,4.0,10.0,1.0,6.0,8.0,1.0,6.0,10.0,14.0,5.0,1.0,1.0,4.0,4.0,21.0,20.3,15.0,0.733,0.75,1.0,0.889,18.0,54.8,29.1,28.8,3.4,4.1,29.1,26.7,151.0,107.0,CHI,102,1,0,240.0,240.0,35.0,86.0,0.407,11.0,46.0,0.239,18.0,20.0,0.9,6.0,36.0,42.0,25.0,9.0,8.0,12.0,19.0,99.0,,,0.522,0.471,0.535,0.233,11.8,80.0,43.8,71.4,9.1,16.0,11.2,100.0,99.8,102.9,,,12.0,22.0,0.545,3.0,9.0,0.5,5.0,7.0,1.0,2.0,7.0,7.0,6.0,4.0,3.0,4.0,4.0,31.0,19.7,6.0,0.68,0.6,1.0,1.0,13.5,39.7,18.6,37.7,5.5,12.4,25.8,35.1,124.0,113.0,ORL,99,0,2025,2024-10-30,True
