,team,total,home,team_opp,total_opp,home_opp,date,Season,won,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,PER_Combined,PER_Combined_opp
301,MIL,107,1,BOS,113,0,2024-11-10,2025,False,240.0,39.0,81.0,0.481,13.0,32.0,0.406,16.0,21.0,0.762,5.0,36.0,41.0,21.0,9.0,8.0,13.0,18.0,0.593,0.562,0.395,0.259,12.8,81.8,49.4,53.8,9.2,22.2,12.6,100.0,109.5,115.6,18.0,29.0,0.667,4.0,8.0,0.75,6.0,10.0,1.0,1.0,12.0,13.0,6.0,3.0,3.0,3.0,4.0,43.0,8.0,1.0,1.0,1.0,0.667,10.1,33.4,19.2,36.2,5.5,32.7,50.0,40.9,181.0,127.0,35.0,86.0,0.407,19.0,50.0,0.38,24.0,27.0,0.889,8.0,34.0,42.0,27.0,5.0,2.0,12.0,16.0,0.577,0.517,0.581,0.314,18.2,87.2,50.6,77.1,5.1,4.1,10.9,100.0,115.6,109.5,7.0,21.0,0.6,5.0,12.0,0.625,13.0,15.0,1.0,2.0,12.0,12.0,6.0,2.0,1.0,5.0,3.0,31.0,15.0,0.862,0.85,0.857,0.714,19.1,36.7,19.7,29.5,3.9,3.1,22.3,35.4,247.0,115.0,94.80000000000001,51.5
302,NOP,105,1,BRK,107,0,2024-11-11,2025,False,240.0,42.0,94.0,0.447,10.0,30.0,0.333,11.0,12.0,0.917,14.0,31.0,45.0,31.0,13.0,4.0,11.0,15.0,0.529,0.5,0.319,0.128,30.4,68.9,49.5,73.8,14.0,9.5,10.0,100.0,113.2,115.4,10.0,24.0,1.0,2.0,9.0,0.667,3.0,4.0,1.0,3.0,8.0,11.0,10.0,3.0,2.0,4.0,3.0,24.0,6.0,1.0,1.0,0.8,0.5,34.2,35.8,23.6,43.0,12.6,12.5,21.2,35.5,200.0,127.0,36.0,84.0,0.429,19.0,42.0,0.452,16.0,19.0,0.842,14.0,32.0,46.0,24.0,4.0,5.0,17.0,14.0,0.579,0.542,0.5,0.226,31.1,69.6,50.5,66.7,4.3,7.8,15.5,100.0,115.4,113.2,6.0,13.0,0.6,5.0,10.0,0.8,4.0,4.0,1.0,5.0,7.0,9.0,12.0,2.0,2.0,3.0,3.0,17.0,9.0,0.781,0.8,0.769,0.444,21.3,26.0,18.4,87.4,4.6,4.7,37.5,30.6,133.0,122.0,80.6,91.19999999999999
303,SAS,116,1,SAC,96,0,2024-11-11,2025,True,240.0,43.0,85.0,0.506,22.0,46.0,0.478,8.0,8.0,1.0,8.0,36.0,44.0,31.0,5.0,5.0,18.0,10.0,0.655,0.635,0.541,0.094,22.2,80.0,54.3,72.1,5.2,9.4,16.9,100.0,121.7,100.7,13.0,22.0,1.0,6.0,12.0,1.0,3.0,3.0,1.0,4.0,10.0,14.0,11.0,2.0,3.0,3.0,2.0,34.0,28.0,1.0,1.0,1.0,0.5,15.7,31.3,24.4,50.9,58.1,8.0,100.0,52.0,200.0,110.0,39.0,91.0,0.429,10.0,38.0,0.263,8.0,9.0,0.889,9.0,28.0,37.0,18.0,11.0,4.0,11.0,14.0,0.505,0.484,0.418,0.099,20.0,77.8,45.7,46.2,11.5,10.3,10.4,100.0,100.7,121.7,11.0,19.0,0.579,2.0,6.0,1.0,4.0,5.0,1.0,4.0,8.0,12.0,6.0,3.0,2.0,4.0,5.0,24.0,8.0,0.625,0.625,0.833,0.333,11.9,29.6,19.7,26.7,6.3,9.1,100.0,32.7,138.0,132.0,61.599999999999994,66.5
304,LAC,128,0,OKC,134,1,2024-11-11,2025,False,240.0,44.0,80.0,0.55,20.0,37.0,0.541,20.0,29.0,0.69,15.0,32.0,47.0,31.0,5.0,5.0,24.0,22.0,0.69,0.675,0.463,0.363,42.9,78.0,61.8,70.5,5.0,11.1,20.6,100.0,128.0,134.0,10.0,15.0,0.75,5.0,8.0,0.8,6.0,8.0,1.0,4.0,10.0,14.0,9.0,3.0,3.0,5.0,6.0,31.0,4.0,0.837,0.833,1.0,0.667,16.5,34.4,26.0,35.7,3.9,9.4,50.0,26.7,185.0,138.0,47.0,91.0,0.516,18.0,46.0,0.391,22.0,23.0,0.957,9.0,20.0,29.0,31.0,16.0,5.0,11.0,23.0,0.663,0.615,0.505,0.253,22.0,57.1,38.2,66.0,16.0,11.6,9.8,100.0,134.0,128.0,13.0,21.0,0.688,4.0,8.0,0.667,15.0,16.0,1.0,2.0,6.0,8.0,9.0,5.0,2.0,3.0,5.0,45.0,17.0,0.833,0.833,1.0,0.762,20.7,48.4,33.4,35.3,6.1,5.7,40.0,31.6,168.0,140.0,66.5,61.599999999999994
305,OKC,134,1,LAC,128,0,2024-11-11,2025,True,240.0,47.0,91.0,0.516,18.0,46.0,0.391,22.0,23.0,0.957,9.0,20.0,29.0,31.0,16.0,5.0,11.0,23.0,0.663,0.615,0.505,0.253,22.0,57.1,38.2,66.0,16.0,11.6,9.8,100.0,134.0,128.0,13.0,21.0,0.688,4.0,8.0,0.667,15.0,16.0,1.0,2.0,6.0,8.0,9.0,5.0,2.0,3.0,5.0,45.0,17.0,0.833,0.833,1.0,0.762,20.7,48.4,33.4,35.3,6.1,5.7,40.0,31.6,168.0,140.0,44.0,80.0,0.55,20.0,37.0,0.541,20.0,29.0,0.69,15.0,32.0,47.0,31.0,5.0,5.0,24.0,22.0,0.69,0.675,0.463,0.363,42.9,78.0,61.8,70.5,5.0,11.1,20.6,100.0,128.0,134.0,10.0,15.0,0.75,5.0,8.0,0.8,6.0,8.0,1.0,4.0,10.0,14.0,9.0,3.0,3.0,5.0,6.0,31.0,4.0,0.837,0.833,1.0,0.667,16.5,34.4,26.0,35.7,3.9,9.4,50.0,26.7,185.0,138.0,91.19999999999999,80.6
306,SAC,96,0,SAS,116,1,2024-11-11,2025,False,240.0,39.0,91.0,0.429,10.0,38.0,0.263,8.0,9.0,0.889,9.0,28.0,37.0,18.0,11.0,4.0,11.0,14.0,0.505,0.484,0.418,0.099,20.0,77.8,45.7,46.2,11.5,10.3,10.4,100.0,100.7,121.7,11.0,19.0,0.579,2.0,6.0,1.0,4.0,5.0,1.0,4.0,8.0,12.0,6.0,3.0,2.0,4.0,5.0,24.0,8.0,0.625,0.625,0.833,0.333,11.9,29.6,19.7,26.7,6.3,9.1,100.0,32.7,138.0,132.0,43.0,85.0,0.506,22.0,46.0,0.478,8.0,8.0,1.0,8.0,36.0,44.0,31.0,5.0,5.0,18.0,10.0,0.655,0.635,0.541,0.094,22.2,80.0,54.3,72.1,5.2,9.4,16.9,100.0,121.7,100.7,13.0,22.0,1.0,6.0,12.0,1.0,3.0,3.0,1.0,4.0,10.0,14.0,11.0,2.0,3.0,3.0,2.0,34.0,28.0,1.0,1.0,1.0,0.5,15.7,31.3,24.4,50.9,58.1,8.0,100.0,52.0,200.0,110.0,83.0,33.2
307,CLE,119,0,CHI,113,1,2024-11-11,2025,True,240.0,43.0,97.0,0.443,15.0,45.0,0.333,18.0,24.0,0.75,12.0,31.0,43.0,26.0,14.0,3.0,9.0,13.0,0.553,0.521,0.464,0.247,21.8,79.5,45.7,60.5,13.5,6.1,7.7,100.0,114.6,108.8,12.0,26.0,0.6,7.0,16.0,0.5,5.0,6.0,1.0,5.0,7.0,11.0,6.0,4.0,2.0,3.0,3.0,36.0,21.0,0.667,0.667,1.0,0.714,13.9,26.4,17.9,42.7,6.5,10.5,20.9,34.1,129.0,117.0,43.0,87.0,0.494,14.0,38.0,0.368,13.0,16.0,0.813,8.0,43.0,51.0,26.0,7.0,5.0,21.0,17.0,0.601,0.575,0.437,0.184,20.5,78.2,54.3,60.5,6.7,9.6,18.3,100.0,108.8,114.6,12.0,20.0,1.0,5.0,11.0,0.5,5.0,6.0,1.0,2.0,9.0,10.0,7.0,4.0,1.0,5.0,4.0,26.0,16.0,1.0,1.0,1.0,0.75,27.4,23.4,15.6,33.1,5.0,9.4,50.0,26.1,125.0,124.0,78.4,67.69999999999999
308,CHI,113,1,CLE,119,0,2024-11-11,2025,False,240.0,43.0,87.0,0.494,14.0,38.0,0.368,13.0,16.0,0.813,8.0,43.0,51.0,26.0,7.0,5.0,21.0,17.0,0.601,0.575,0.437,0.184,20.5,78.2,54.3,60.5,6.7,9.6,18.3,100.0,108.8,114.6,12.0,20.0,1.0,5.0,11.0,0.5,5.0,6.0,1.0,2.0,9.0,10.0,7.0,4.0,1.0,5.0,4.0,26.0,16.0,1.0,1.0,1.0,0.75,27.4,23.4,15.6,33.1,5.0,9.4,50.0,26.1,125.0,124.0,43.0,97.0,0.443,15.0,45.0,0.333,18.0,24.0,0.75,12.0,31.0,43.0,26.0,14.0,3.0,9.0,13.0,0.553,0.521,0.464,0.247,21.8,79.5,45.7,60.5,13.5,6.1,7.7,100.0,114.6,108.8,12.0,26.0,0.6,7.0,16.0,0.5,5.0,6.0,1.0,5.0,7.0,11.0,6.0,4.0,2.0,3.0,3.0,36.0,21.0,0.667,0.667,1.0,0.714,13.9,26.4,17.9,42.7,6.5,10.5,20.9,34.1,129.0,117.0,107.5,61.0
309,BRK,107,0,NOP,105,1,2024-11-11,2025,True,240.0,36.0,84.0,0.429,19.0,42.0,0.452,16.0,19.0,0.842,14.0,32.0,46.0,24.0,4.0,5.0,17.0,14.0,0.579,0.542,0.5,0.226,31.1,69.6,50.5,66.7,4.3,7.8,15.5,100.0,115.4,113.2,6.0,13.0,0.6,5.0,10.0,0.8,4.0,4.0,1.0,5.0,7.0,9.0,12.0,2.0,2.0,3.0,3.0,17.0,9.0,0.781,0.8,0.769,0.444,21.3,26.0,18.4,87.4,4.6,4.7,37.5,30.6,133.0,122.0,42.0,94.0,0.447,10.0,30.0,0.333,11.0,12.0,0.917,14.0,31.0,45.0,31.0,13.0,4.0,11.0,15.0,0.529,0.5,0.319,0.128,30.4,68.9,49.5,73.8,14.0,9.5,10.0,100.0,113.2,115.4,10.0,24.0,1.0,2.0,9.0,0.667,3.0,4.0,1.0,3.0,8.0,11.0,10.0,3.0,2.0,4.0,3.0,24.0,6.0,1.0,1.0,0.8,0.5,34.2,35.8,23.6,43.0,12.6,12.5,21.2,35.5,200.0,127.0,61.0,107.5
310,WAS,92,0,HOU,107,1,2024-11-11,2025,False,240.0,36.0,88.0,0.409,11.0,31.0,0.355,9.0,13.0,0.692,8.0,26.0,34.0,21.0,14.0,5.0,19.0,17.0,0.491,0.472,0.352,0.148,16.3,60.5,37.0,58.3,13.9,7.8,16.9,100.0,91.4,106.3,7.0,18.0,1.0,3.0,8.0,1.0,2.0,4.0,1.0,3.0,5.0,8.0,6.0,4.0,2.0,8.0,3.0,18.0,5.0,1.5,1.5,1.0,0.667,43.2,61.4,28.7,73.4,6.2,5.4,100.0,37.8,261.0,119.0,40.0,87.0,0.46,5.0,23.0,0.217,22.0,25.0,0.88,17.0,41.0,58.0,13.0,12.0,10.0,21.0,17.0,0.546,0.489,0.264,0.287,39.5,83.7,63.0,32.5,11.9,17.5,17.6,100.0,106.3,91.4,12.0,19.0,0.632,1.0,7.0,1.0,6.0,8.0,1.0,7.0,10.0,17.0,3.0,4.0,4.0,6.0,5.0,27.0,22.0,0.814,0.7,0.7,1.0,25.2,53.9,28.7,21.7,6.8,12.0,66.7,28.5,157.0,103.0,67.69999999999999,78.4
311,HOU,107,1,WAS,92,0,2024-11-11,2025,True,240.0,40.0,87.0,0.46,5.0,23.0,0.217,22.0,25.0,0.88,17.0,41.0,58.0,13.0,12.0,10.0,21.0,17.0,0.546,0.489,0.264,0.287,39.5,83.7,63.0,32.5,11.9,17.5,17.6,100.0,106.3,91.4,12.0,19.0,0.632,1.0,7.0,1.0,6.0,8.0,1.0,7.0,10.0,17.0,3.0,4.0,4.0,6.0,5.0,27.0,22.0,0.814,0.7,0.7,1.0,25.2,53.9,28.7,21.7,6.8,12.0,66.7,28.5,157.0,103.0,36.0,88.0,0.409,11.0,31.0,0.355,9.0,13.0,0.692,8.0,26.0,34.0,21.0,14.0,5.0,19.0,17.0,0.491,0.472,0.352,0.148,16.3,60.5,37.0,58.3,13.9,7.8,16.9,100.0,91.4,106.3,7.0,18.0,1.0,3.0,8.0,1.0,2.0,4.0,1.0,3.0,5.0,8.0,6.0,4.0,2.0,8.0,3.0,18.0,5.0,1.5,1.5,1.0,0.667,43.2,61.4,28.7,73.4,6.2,5.4,100.0,37.8,261.0,119.0,33.2,83.0
312,CHA,89,0,ORL,114,1,2024-11-12,2025,False,240.0,34.0,84.0,0.405,13.0,38.0,0.342,8.0,14.0,0.571,8.0,40.0,48.0,22.0,7.0,3.0,22.0,18.0,0.494,0.482,0.452,0.167,18.6,83.3,52.7,64.7,6.9,6.1,19.6,100.0,87.1,111.6,13.0,27.0,0.857,6.0,14.0,1.0,3.0,4.0,1.0,3.0,12.0,15.0,7.0,2.0,3.0,5.0,4.0,35.0,2.0,1.0,1.0,1.0,0.8,15.6,40.1,26.4,71.8,3.5,9.8,80.0,43.5,180.0,119.0,43.0,93.0,0.462,13.0,44.0,0.295,15.0,19.0,0.789,8.0,35.0,43.0,25.0,12.0,7.0,11.0,21.0,0.562,0.532,0.473,0.204,16.7,81.4,47.3,58.1,11.7,15.2,9.8,100.0,111.6,87.1,14.0,25.0,0.75,3.0,9.0,1.0,6.0,6.0,1.0,2.0,7.0,8.0,5.0,3.0,2.0,2.0,4.0,32.0,30.0,0.934,0.875,1.0,0.857,10.4,56.8,26.8,56.8,6.7,8.5,25.0,65.2,177.0,98.0,56.7,67.3
313,ORL,114,1,CHA,89,0,2024-11-12,2025,True,240.0,43.0,93.0,0.462,13.0,44.0,0.295,15.0,19.0,0.789,8.0,35.0,43.0,25.0,12.0,7.0,11.0,21.0,0.562,0.532,0.473,0.204,16.7,81.4,47.3,58.1,11.7,15.2,9.8,100.0,111.6,87.1,14.0,25.0,0.75,3.0,9.0,1.0,6.0,6.0,1.0,2.0,7.0,8.0,5.0,3.0,2.0,2.0,4.0,32.0,30.0,0.934,0.875,1.0,0.857,10.4,56.8,26.8,56.8,6.7,8.5,25.0,65.2,177.0,98.0,34.0,84.0,0.405,13.0,38.0,0.342,8.0,14.0,0.571,8.0,40.0,48.0,22.0,7.0,3.0,22.0,18.0,0.494,0.482,0.452,0.167,18.6,83.3,52.7,64.7,6.9,6.1,19.6,100.0,87.1,111.6,13.0,27.0,0.857,6.0,14.0,1.0,3.0,4.0,1.0,3.0,12.0,15.0,7.0,2.0,3.0,5.0,4.0,35.0,2.0,1.0,1.0,1.0,0.8,15.6,40.1,26.4,71.8,3.5,9.8,80.0,43.5,180.0,119.0,67.3,56.7
314,PHO,120,0,UTA,112,1,2024-11-12,2025,True,240.0,43.0,86.0,0.5,18.0,39.0,0.462,16.0,22.0,0.727,10.0,32.0,42.0,21.0,6.0,11.0,10.0,11.0,0.627,0.605,0.453,0.256,27.0,72.7,51.9,48.8,6.4,20.4,9.5,100.0,128.2,119.6,11.0,20.0,0.667,5.0,9.0,1.0,4.0,6.0,1.0,4.0,11.0,14.0,7.0,2.0,3.0,3.0,3.0,31.0,12.0,0.8,0.8,0.9,0.5,24.2,45.3,33.2,26.3,4.4,11.3,27.6,30.0,161.0,130.0,45.0,92.0,0.489,15.0,38.0,0.395,7.0,9.0,0.778,12.0,27.0,39.0,32.0,7.0,3.0,13.0,17.0,0.584,0.571,0.413,0.098,27.3,73.0,48.1,71.1,7.5,6.4,11.9,100.0,119.6,128.2,12.0,19.0,1.0,4.0,9.0,0.5,2.0,2.0,1.0,4.0,6.0,10.0,8.0,3.0,2.0,2.0,4.0,29.0,9.0,1.0,1.0,1.0,0.182,31.8,37.8,34.5,82.1,4.5,8.7,50.0,28.0,212.0,136.0,50.4,71.2
315,POR,122,1,MIN,108,0,2024-11-12,2025,True,240.0,43.0,84.0,0.512,18.0,32.0,0.563,18.0,20.0,0.9,11.0,28.0,39.0,30.0,14.0,7.0,20.0,23.0,0.657,0.619,0.381,0.238,28.2,87.5,54.9,69.8,14.0,18.4,17.7,100.0,122.0,108.0,9.0,15.0,0.9,4.0,6.0,1.0,9.0,10.0,1.0,3.0,7.0,9.0,8.0,3.0,3.0,5.0,5.0,21.0,20.0,0.91,0.9,1.0,2.0,17.5,41.3,23.9,29.1,6.9,14.9,35.7,25.5,171.0,118.0,37.0,73.0,0.507,13.0,35.0,0.371,21.0,23.0,0.913,4.0,28.0,32.0,22.0,13.0,4.0,23.0,22.0,0.65,0.596,0.479,0.315,12.5,71.8,45.1,59.5,13.0,7.7,21.7,100.0,108.0,122.0,10.0,19.0,0.8,4.0,10.0,0.5,6.0,6.0,1.0,3.0,8.0,8.0,6.0,3.0,2.0,4.0,5.0,28.0,7.0,0.85,0.85,1.0,2.0,15.4,30.0,16.5,73.4,5.3,5.2,57.1,27.7,235.0,133.0,71.2,50.4
316,PHI,99,1,NYK,111,0,2024-11-12,2025,False,240.0,31.0,83.0,0.373,14.0,42.0,0.333,23.0,24.0,0.958,9.0,31.0,40.0,19.0,10.0,6.0,15.0,20.0,0.529,0.458,0.506,0.289,18.8,79.5,46.0,61.3,10.1,10.3,13.8,100.0,100.4,112.5,10.0,19.0,0.7,7.0,11.0,0.636,8.0,8.0,1.0,2.0,9.0,10.0,5.0,4.0,2.0,4.0,5.0,29.0,3.0,0.781,0.75,1.0,0.727,10.3,38.0,22.7,100.0,5.4,5.8,30.0,73.7,145.0,122.0,44.0,89.0,0.494,9.0,31.0,0.29,14.0,15.0,0.933,8.0,39.0,47.0,31.0,8.0,5.0,15.0,15.0,0.581,0.545,0.348,0.169,20.5,81.3,54.0,70.5,8.1,12.2,13.6,100.0,112.5,100.4,11.0,16.0,1.0,3.0,8.0,0.5,8.0,8.0,1.0,3.0,11.0,13.0,10.0,2.0,1.0,6.0,3.0,24.0,18.0,1.0,1.0,0.667,0.533,25.8,29.4,18.7,41.2,3.8,12.3,32.2,30.5,212.0,112.0,46.9,43.5
317,NYK,111,0,PHI,99,1,2024-11-12,2025,True,240.0,44.0,89.0,0.494,9.0,31.0,0.29,14.0,15.0,0.933,8.0,39.0,47.0,31.0,8.0,5.0,15.0,15.0,0.581,0.545,0.348,0.169,20.5,81.3,54.0,70.5,8.1,12.2,13.6,100.0,112.5,100.4,11.0,16.0,1.0,3.0,8.0,0.5,8.0,8.0,1.0,3.0,11.0,13.0,10.0,2.0,1.0,6.0,3.0,24.0,18.0,1.0,1.0,0.667,0.533,25.8,29.4,18.7,41.2,3.8,12.3,32.2,30.5,212.0,112.0,31.0,83.0,0.373,14.0,42.0,0.333,23.0,24.0,0.958,9.0,31.0,40.0,19.0,10.0,6.0,15.0,20.0,0.529,0.458,0.506,0.289,18.8,79.5,46.0,61.3,10.1,10.3,13.8,100.0,100.4,112.5,10.0,19.0,0.7,7.0,11.0,0.636,8.0,8.0,1.0,2.0,9.0,10.0,5.0,4.0,2.0,4.0,5.0,29.0,3.0,0.781,0.75,1.0,0.727,10.3,38.0,22.7,100.0,5.4,5.8,30.0,73.7,145.0,122.0,95.4,84.9
318,UTA,112,1,PHO,120,0,2024-11-12,2025,False,240.0,45.0,92.0,0.489,15.0,38.0,0.395,7.0,9.0,0.778,12.0,27.0,39.0,32.0,7.0,3.0,13.0,17.0,0.584,0.571,0.413,0.098,27.3,73.0,48.1,71.1,7.5,6.4,11.9,100.0,119.6,128.2,12.0,19.0,1.0,4.0,9.0,0.5,2.0,2.0,1.0,4.0,6.0,10.0,8.0,3.0,2.0,2.0,4.0,29.0,9.0,1.0,1.0,1.0,0.182,31.8,37.8,34.5,82.1,4.5,8.7,50.0,28.0,212.0,136.0,43.0,86.0,0.5,18.0,39.0,0.462,16.0,22.0,0.727,10.0,32.0,42.0,21.0,6.0,11.0,10.0,11.0,0.627,0.605,0.453,0.256,27.0,72.7,51.9,48.8,6.4,20.4,9.5,100.0,128.2,119.6,11.0,20.0,0.667,5.0,9.0,1.0,4.0,6.0,1.0,4.0,11.0,14.0,7.0,2.0,3.0,3.0,3.0,31.0,12.0,0.8,0.8,0.9,0.5,24.2,45.3,33.2,26.3,4.4,11.3,27.6,30.0,161.0,130.0,84.9,95.4
319,MIN,108,0,POR,122,1,2024-11-12,2025,False,240.0,37.0,73.0,0.507,13.0,35.0,0.371,21.0,23.0,0.913,4.0,28.0,32.0,22.0,13.0,4.0,23.0,22.0,0.65,0.596,0.479,0.315,12.5,71.8,45.1,59.5,13.0,7.7,21.7,100.0,108.0,122.0,10.0,19.0,0.8,4.0,10.0,0.5,6.0,6.0,1.0,3.0,8.0,8.0,6.0,3.0,2.0,4.0,5.0,28.0,7.0,0.85,0.85,1.0,2.0,15.4,30.0,16.5,73.4,5.3,5.2,57.1,27.7,235.0,133.0,43.0,84.0,0.512,18.0,32.0,0.563,18.0,20.0,0.9,11.0,28.0,39.0,30.0,14.0,7.0,20.0,23.0,0.657,0.619,0.381,0.238,28.2,87.5,54.9,69.8,14.0,18.4,17.7,100.0,122.0,108.0,9.0,15.0,0.9,4.0,6.0,1.0,9.0,10.0,1.0,3.0,7.0,9.0,8.0,3.0,3.0,5.0,5.0,21.0,20.0,0.91,0.9,1.0,2.0,17.5,41.3,23.9,29.1,6.9,14.9,35.7,25.5,171.0,118.0,43.5,46.9
320,GSW,120,1,DAL,117,0,2024-11-12,2025,True,240.0,45.0,94.0,0.479,14.0,41.0,0.341,16.0,27.0,0.593,18.0,32.0,50.0,29.0,13.0,7.0,13.0,18.0,0.567,0.553,0.436,0.287,36.0,80.0,55.6,64.4,12.9,14.0,10.9,100.0,118.8,115.9,14.0,27.0,0.6,5.0,12.0,1.0,4.0,6.0,1.0,9.0,7.0,11.0,9.0,3.0,2.0,4.0,4.0,37.0,24.0,0.75,0.75,0.667,1.2,58.3,33.8,39.6,48.2,6.7,16.1,25.4,38.4,172.0,124.0,44.0,84.0,0.524,11.0,34.0,0.324,18.0,24.0,0.75,8.0,32.0,40.0,26.0,6.0,1.0,18.0,23.0,0.619,0.589,0.405,0.286,20.0,64.0,44.4,59.1,5.9,1.9,16.0,100.0,115.9,118.8,13.0,27.0,0.875,6.0,12.0,0.5,4.0,7.0,1.0,2.0,8.0,8.0,6.0,3.0,1.0,5.0,5.0,31.0,16.0,0.805,0.875,1.0,1.167,10.9,23.6,17.5,24.4,3.5,3.7,25.8,34.6,163.0,128.0,72.1,51.5
321,TOR,85,0,MIL,99,1,2024-11-12,2025,False,240.0,30.0,86.0,0.349,9.0,25.0,0.36,16.0,20.0,0.8,17.0,37.0,54.0,20.0,11.0,6.0,22.0,11.0,0.448,0.401,0.291,0.233,32.7,75.5,53.5,66.7,11.1,15.8,18.8,100.0,86.1,100.2,7.0,20.0,0.5,4.0,10.0,0.5,14.0,16.0,0.875,5.0,8.0,13.0,8.0,3.0,2.0,5.0,4.0,32.0,1.0,0.592,0.5,0.5,1.0,47.7,44.3,34.9,38.6,5.2,14.3,51.0,32.5,122.0,113.0,38.0,94.0,0.404,16.0,56.0,0.286,7.0,12.0,0.583,12.0,35.0,47.0,25.0,16.0,9.0,17.0,18.0,0.499,0.489,0.596,0.128,24.5,67.3,46.5,65.8,16.2,14.8,14.6,100.0,100.2,86.1,9.0,17.0,1.0,4.0,14.0,1.0,5.0,9.0,1.0,3.0,6.0,8.0,7.0,5.0,4.0,4.0,4.0,23.0,18.0,1.5,1.5,1.0,0.75,16.3,47.7,24.6,65.3,10.9,40.7,100.0,42.7,300.0,104.0,70.1,88.60000000000001
322,MIL,99,1,TOR,85,0,2024-11-12,2025,True,240.0,38.0,94.0,0.404,16.0,56.0,0.286,7.0,12.0,0.583,12.0,35.0,47.0,25.0,16.0,9.0,17.0,18.0,0.499,0.489,0.596,0.128,24.5,67.3,46.5,65.8,16.2,14.8,14.6,100.0,100.2,86.1,9.0,17.0,1.0,4.0,14.0,1.0,5.0,9.0,1.0,3.0,6.0,8.0,7.0,5.0,4.0,4.0,4.0,23.0,18.0,1.5,1.5,1.0,0.75,16.3,47.7,24.6,65.3,10.9,40.7,100.0,42.7,300.0,104.0,30.0,86.0,0.349,9.0,25.0,0.36,16.0,20.0,0.8,17.0,37.0,54.0,20.0,11.0,6.0,22.0,11.0,0.448,0.401,0.291,0.233,32.7,75.5,53.5,66.7,11.1,15.8,18.8,100.0,86.1,100.2,7.0,20.0,0.5,4.0,10.0,0.5,14.0,16.0,0.875,5.0,8.0,13.0,8.0,3.0,2.0,5.0,4.0,32.0,1.0,0.592,0.5,0.5,1.0,47.7,44.3,34.9,38.6,5.2,14.3,51.0,32.5,122.0,113.0,88.60000000000001,70.1
323,BOS,116,1,ATL,117,0,2024-11-12,2025,False,240.0,38.0,75.0,0.507,18.0,45.0,0.4,22.0,27.0,0.815,6.0,28.0,34.0,28.0,7.0,5.0,20.0,12.0,0.668,0.627,0.6,0.36,19.4,59.6,43.6,73.7,7.1,7.5,18.7,100.0,117.7,118.7,14.0,22.0,0.667,7.0,12.0,0.667,8.0,10.0,1.0,2.0,6.0,6.0,8.0,3.0,2.0,6.0,3.0,37.0,5.0,1.0,1.0,1.0,0.8,14.7,47.3,28.5,58.5,11.3,6.8,100.0,40.5,247.0,128.0,50.0,99.0,0.505,10.0,32.0,0.313,7.0,13.0,0.538,19.0,25.0,44.0,35.0,16.0,2.0,16.0,17.0,0.559,0.556,0.323,0.131,40.4,80.6,56.4,70.0,16.2,6.7,13.3,100.0,118.7,117.7,12.0,21.0,1.0,5.0,6.0,0.833,3.0,5.0,1.0,6.0,10.0,12.0,10.0,6.0,1.0,6.0,4.0,28.0,15.0,1.0,1.0,1.0,0.667,36.3,39.9,32.8,30.8,7.1,5.8,34.0,30.1,200.0,129.0,83.3,45.099999999999994
